English,Czech
gigantic,gigantický
guv,fotr
readings,hodnoty
headmaster,ředitel školy
tenth,desátý
seals,těsnění
peyton,Peyton
avoided,vyhnout
blankets,přikrývky
overlapping,překrývání
flipped,převrácený
yield,výtěžek
ads,reklamy
backstage,zákulisí
quiz,kviz
mosque,mešita
weaver,tkadlec
puppies,štěňata
stated,stanovený
vicki,Vicki
weirdo,podivín
belongings,věci
functions,funkce
reservations,rezervace
chilly,chladně
betsy,Betsy
eldest,nejstarší
traditions,tradice
factories,továrny
feedback,zpětná vazba
repeatedly,opakovaně
exquisite,vynikající
pickle,lák
masses,masy
pauline,Pauline
frogs,žáby
crosses,křížů
headaches,bolesti hlavy
arctic,arktický
reinforcements,výztuhy
secondary,sekundární
pajamas,pyžama
roles,role
asteroid,asteroid
unsub,pachatel
mixing,mísení
courier,kurýr
jeanne,Jeanne
carrots,mrkve
fuckers,sráči
translated,přeloženy
longing,touha
cigars,doutníky
manipulate,manipulovat
liberal,liberální
investors,investoři
bun,drdol
sly,mazaný
pickles,nakládané okurky
temperatures,teploty
sweetest,nejsladší
motto,motto
moss,mech
yum,Mňam
melting,tání
yan,yan
requesting,žádající
lava,láva
you.,vy.
kris,kris
monthly,měsíční
noses,nosy
tickle,šimrání
ufo,UFO
timothy,Timothy
stacey,stacey
j.r.,J. R.
midst,střed
herbert,Herbert
purchased,zakoupeno
tis,tis
convenience,pohodlí
flashlight,svítilna
dewey,Dewey
tripped,zakopl
easiest,nejjednodušší
shouted,křičel
splitting,dělení
bryce,bryce
commands,příkazy
demanded,požadoval
cuff,manžeta
cosmos,kosmos
curfew,zákaz vycházení
instructed,pokyn
notorious,pověstný
prague,Praha
q,q
streak,pruh
equivalent,ekvivalent
pitiful,bídný
fin,ploutev
greeting,Pozdrav
propaganda,propaganda
doorstep,tlustý krajíc chleba
hilda,Hilda
butterflies,motýli
fascinated,fascinován
jude,jude
beatrice,Beatrice
miriam,Miriam
dumping,dumping
karan,Karan
condo,byt
fearless,nebojácný
cripple,mrzák
errand,pochůzka
in,v
halls,haly
imitates,imituje
harley,harley
ravi,ravi
gretchen,Gretchen
sailed,plul
nico,Nico
baking,pečení
connecting,spojovací
bourbon,bourbon
cathedral,katedrála
malone,Malone
bong,bong
tying,vázání
lists,seznamy
strangle,uškrtit
stripped,svlékl
loans,půjčky
manchester,Manchester
briefly,Krátce
tessa,Tessa
unfinished,nedokončený
experimental,experimentální
greeks,greeks
lil,lil
mainland,pevnina
w-what,w-co
judgement,rozsudek
stammers,koktá
pike,štika
liars,lháři
slot,štěrbina
17th,17.
amazon,Amazonka
flooded,zaplavila
torment,trápení
mermaid,mořská panna
rapist,násilník
sanders,brusky
triggered,spuštěno
expects,očekává
lisbon,Lisabon
reader,čtenář
keyboard,klávesnice
roam,toulat se
seventeen,sedmnáct
openly,otevřeně
deacon,jáhen
olga,Olga
jackpot,jackpot
soaked,namočené
printing,tisk
yuck,fuj
shorty,shorty
extract,výpis
nkÃ¶Ã¶,nkÃ¶Ã¶
you-you,jste-you
prostitutes,prostitutky
cherish,milovat
logs,protokoly
takin,takin
sponge,mycí houba
bates,bates
cuffs,manžety
virginity,panenství
torturing,mučení
unity,jednota
coop,coop
forge,kovárna
morse,morse
guru,guru
tai,tai
skilled,zkušený
dev,dev
insists,"trvá na tom,"
calf,tele
oof,uf
allowance,přídavek
homosexual,homosexuální
vijay,Vijay
shapes,tvary
rosemary,rozmarýna
idle,líný
slaughtered,poražena
resent,nesnášet
cassandra,cassandra
leaking,unikající
likewise,rovněž
riddle,hádanka
ghetto,ghetto
sunglasses,sluneční brýle
vega,vega
newest,Nejnovějším
valve,ventil
geek,Geek
fucks,fucks
gangsters,gangsteři
pies,koláče
publisher,vydavatel
troubling,obtěžovat
trembling,chvění
marathon,maratón
douche,sprcha
conducting,vodivá
sundays,neděle
shrieks,křik
fiancee,snoubenka
frankenstein,frankenstein
summers,Summers
wei,wei
liang,liang
burglar,zloděj
spiders,pavouci
norway,Norsko
crops,plodiny
infant,nemluvně
falcon,sokol
pursuing,honit
humiliate,ponížit
hydrogen,vodík
karaoke,karaoke
encountered,setkal
alberto,Alberto
corey,Corey
scope,rozsah
cultures,kultury
speakers,Řečníci
superstar,superstar
orgasm,orgasmus
byron,Byron
gravy,omáčka
calculations,výpočty
vocal,hlasitý
severely,vážně
hating,nenávidět
novels,romány
mindy,Mindy
boiled,vařený
metaphor,metafora
kindergarten,mateřská školka
fades,slábne
anders,anders
fi,fi
brazilian,brazilský
devastating,zničující
bea,bea
interfering,zasahování
dripping,kapání
ops,ops
cuz,cuz
holden,Holden
suited,vhodný
merciful,milosrdný
hayley,hayley
affirmative,kladný
runaway,utéct
shoo,zaplašit
italians,Italové
wales,Wales
santiago,Santiago
adapt,přizpůsobit
renee,Renee
mal,mal
smartest,nejchytřejší
blacks,černochů
struggled,zápasil
prostitution,prostituce
payback,návratnosti
buenos,Buenos
vintage,vinobraní
diapers,pleny
killings,zabíjení
courthouse,soud
tong,tong
cubs,mláďata
surfing,surfování
indiana,indiana
spotlight,světlomet
frontier,hranice
monte,monte
stocks,zásoby
patterson,Patterson
holiness,svátost
denmark,Dánsko
isolation,izolace
starters,předkrmy
resigned,rezignoval
acquainted,obeznámený
meow,mňoukat
appearances,zdání
loft,podkroví
snitch,práskač
ribbon,stuha
dares,Dares
greatness,velikost
fallon,Fallon
coolest,nejchladnější
decency,slušnost
mayday,mayday
michigan,Michigan
reactor,reaktor
buckle,přezka
vanity,marnost
simmons,Simmons
earning,vydělávat
marriages,manželství
docks,doky
lopez,Lopez
alleged,údajná
asap,co nejdříve
preparations,přípravky
bugging,odposlouchávání
conquered,podmanil
cuckoo,kukačka
crib,betlém
yogurt,jogurt
secondly,za druhé
nixon,Nixon
portland,portland
fishy,rybí
flick,švihnutí
scratched,odřený
muffin,muffin
hale,zdravý
tailor,Krejčí
chimney,komín
nuns,jeptišky
ezra,Ezra
packet,balíček
homemade,vlastní výroba
farming,zemědělství
genuinely,skutečně
rumours,pověsti
daniels,Daniels
blouse,halenka
kite,papírový drak
buses,autobusy
hassan,Hassan
rhyme,rým
invaded,zabraných
quentin,Quentin
equation,rovnice
transmitter,vysílač
morons,blbci
lime,Limetka
rotting,hnijící
20s,20s
remorse,lítost
otis,Otis
marker,popisovač
aiming,míření
adds,Přidává
chores,pracích
gem,klenot
blasted,odstřelil
grabs,drapáky
courageous,odvážný
determination,odhodlání
beaver,bobr
publishing,publikování
crickets,cvrčci
well-known,Známý
11th,11.
exercises,cvičení
testament,testament
apocalypse,apokalypsa
phew,Uf
dicks,ptáky
paralyzed,paralyzován
headlines,titulky
stripes,pruhy
santos,Santos
breaths,dechy
abort,přerušit
heap,halda
ketchup,kečup
responded,reagovala
edmund,Edmund
gracie,Gracie
protects,chrání
tummy,bříško
hog,prase
yakuza,Yakuza
weeping,plačící
fragments,fragmenty
catastrophe,katastrofa
bp,bp
churches,kostely
pins,špendlíky
shaving,holení
not-,ne-
legit,důvěryhodně
yoo,yoo
targeted,cílená
simpler,jednodušší
noticing,povšimnutí
rover,tulák
lars,Lars
moreover,navíc
releasing,uvolňující
fascist,fašistický
greta,Greta
spitting,plivání
colt,hříbě
tristan,Tristan
hardy,otužilý
truce,příměří
plaza,náměstí
bronze,bronz
guarded,hlídaný
airline,letecká linka
ramon,Ramon
incapable,neschopný
punches,razníky
sanchez,Sanchez
hq,hq
privately,soukromě
vatican,Vatikán
surround,obklopit
barrett,Barrett
edna,Edna
alvin,Alvin
consolation,útěcha
gutter,okap
lan,lan
astonishing,udivující
broker,makléř
seizure,záchvat
fright,zděšení
runnin,runnin
leaning,sklon
mic,mic
scarlett,scarlett
berry,bobule
paulie,Paulie
lacking,chybí
verge,okruh
lucifer,Lucifer
contribute,přispět
jewellery,šperky
richards,Richards
erotic,erotický
feng,feng
siblings,sourozenci
est,est
dre,dre
cass,cass
disk,disk
op,op
comics,komiks
obstacle,překážka
ale,pivo
coral,korál
hamburger,hamburger
biscuit,šušenka
redemption,Vykoupení
thug,násilník
concussion,otřes mozku
martinez,Martinez
disgust,hnus
wright,řemeslník
nsa,nsa
arise,vyvstat
celebrities,celebrity
kev,kev
dolphins,delfíni
kidneys,ledviny
leaked,unikly
solving,Řešení
plasma,plazma
singapore,singapore
scram,vypadni
regain,získat zpět
conductor,dirigent
ministers,ministři
gender,Rod
removing,odstraňování
cocky,nafoukaný
know.,vědět.
richest,nejbohatší
deciding,"rozhodování o tom,"
poo,hovínko
dispute,spor
brute,hovado
incidents,incidenty
telly,telka
capsule,kapsle
chefs,kuchaři
psychopath,psychopat
dumpster,popelnici
lire,lir
jarod,Jarod
bind,svázat
chops,kotlety
crust,kůra
poorly,špatně
weighs,váží
bundle,svazek
vibrating,vibrační
ricardo,Ricardo
encouraging,povzbudivý
dwayne,Dwayne
polo,pólo
singers,zpěváci
ada,ada
meteor,meteor
firmly,pevně
prettiest,nejkrásnější
hormones,hormony
starboard,pravý bok lodi
chauffeur,šofér
download,stažení
neill,Neill
garrison,posádka
recovering,zotavuje
heated,vyhřívaný
hillary,hillary
cctv,kamerový systém
postcard,pohlednice
darlin,miláčku
convert,konvertovat
celia,Celia
abi,abi
sissy,padavka
reef,útes
tis,tis
treasury,pokladna
calmly,klidně
mathematics,matematika
ar,ar
ups,UPS
shameful,hanebný
abbey,opatství
strategic,strategický
wrists,zápěstí
payroll,výplatní páska
beethoven,Beethoven
immense,obrovský
heartless,bezcitný
magnus,magnus
banged,Banged
montgomery,Montgomery
protector,ochránce
michelangelo,Michelangelo
teller,pokladník
raging,zuřící
applying,aplikování
mop,MOP
sol,slunce
atom,atom
paolo,paolo
this,tento
unload,vyložit
detector,detektor
switching,spínací
handles,rukojeti
favorites,oblíbené
stinky,páchnoucí
lina,lina
norton,Norton
regional,regionální
heil,heil
richer,bohatší
secrecy,tajemství
thighs,stehna
rigged,Rigged
thesis,teze
zeke,Zeke
consumed,spotřebované
ahold,ahold
tuned,naladěný
atlantis,atlantis
repaired,opraveno
leverage,vliv
winnie,winnie
weary,unavený
costa,costy
rue,litovat
cowboys,kovbojové
employ,zaměstnat
provoke,provokovat
stool,stolice
postpone,odložit
extensive,rozsáhlý
beau,elegán
urgently,naléhavě
optimistic,optimistický
lotus,lotus
apologizing,omlouvat
spooky,strašidelný
skate,skejt
maze,bludiště
arrests,zatýkání
dialing,vytáčení čísla
fireplace,krb
gt,gt
vicar,vikář
beetle,brouk
horace,Horace
suspicions,podezření
stupidity,hloupost
restricted,omezený
skating,jízda na bruslích
pupil,žák
homo,homo
thumbs,Palce
hostess,hostitelka
cheng,cheng
sneaky,záludný
swollen,oteklý
por,por
unlocked,odemčený
eliza,eliza
gladys,Gladys
mixture,směs
porsche,porsche
diagnosed,diagnostikována
vaughn,Vaughn
ri,ri
liberation,osvobození
nay,ne
crows,vrány
rockets,rakety
starfleet,Hvězdná flotila
reindeer,sob
that,že
shampoo,šampon
milton,Milton
mai,mai
skiing,lyžování
overhead,horní
disturbance,rušení
cohen,Cohen
spits,rošty
crank,klika
crocodile,krokodýl
bulls,býci
medals,vyznamenání
sierra,sierra
motivation,motivace
dangers,nebezpečí
exploring,zkoumání
mist,mlha
galaxies,galaxie
ju,ju
sculpture,sochařství
marjorie,Marjorie
adrenaline,adrenalin
malik,Malik
lt.,lt.
allied,spřízněný
manor,panství
convoy,konvoj
carly,carly
elliott,Elliott
merit,zasloužit si
cutter,řezačka
stressful,stresující
forming,formující
bikini,bikiny
sway,houpat
virgil,Virgil
soy,sója
nell,nell
salty,Slaný
elf,Elf
belts,pásy
yvonne,Yvonne
disney,disney
contractor,dodavatel
rodeo,rodeo
crackers,petarda
playboy,playboy
arch,oblouk
operated,ovládané
crews,posádky
scanner,skener
dads,tatínky
limbs,končetiny
bathe,koupat se
cardiac,srdeční
persuaded,přesvědčil
argentina,Argentina
velvet,samet
hyde,hyde
stem,zastavit
rewarded,odměněn
taiwan,tchaj-wan
warfare,válčení
lakhs,lakhs
filter,filtr
pumped,čerpané
sterling,sterling
gran,babička
right.,že jo.
fills,výplně
chet,Chet
disc,disk
percentage,procento
bravery,udatnost
edges,hrany
diaper,plena
lyle,Lyle
ida,Ida
preserved,uchovaný
sutton,Sutton
katrina,Katrina
champions,šampionů
partying,párty
sergei,sergei
pd,pd
morality,morálka
crate,bedna
mina,mina
complications,komplikace
sausages,salámy
smoothly,plynule
rafael,Rafael
cradle,kolébka
leopard,leopard
chu,chu
gardner,Gardner
athens,Athény
wh-what,WH-co
abu,abu
kramer,Kramer
magnet,magnet
psychotic,psychotický
vaccine,vakcína
motivated,motivované
aggression,agrese
courses,kurzy
it`s,it`s
willis,Willis
expanding,rozšiřující
vance,Vance
bases,báze
burglary,loupež
stumbled,klopýtl
buns,buchty
confronted,konfrontován
geneva,Ženeva
increasingly,stále
sidewalk,chodník
shady,temný
defended,bránil
resolution,řešení
chooses,si vybere
tapped,poklepal
exploding,vybuchující
punks,punks
scenery,scenérie
hitch,zádrhel
severed,oddělil
wink,mrkat
initially,zpočátku
assessment,Posouzení
shredder,drtič
villains,darebáci
miners,horníků
introducing,zavedení
focusing,se zaměřením
rainy,deštivý
amendment,pozměňovací návrh
getaway,útěk
recognised,uznán
blackout,výpadek proudu
leash,řemínek
muhammad,Mohamed
eyebrows,obočí
livin,livin
bouncing,odrážení
nipples,bradavky
oh,Ach
raft,vor
pharaoh,faraon
pots,hrnce
refreshing,osvěžující
wandered,putoval
roz,roz
abel,Abel
beatles,beatles
confined,stísněný
contagious,nakažlivý
madeline,Madeline
beijing,peking
frequently,často
operational,provozní
shakes,třesavka
thanking,poděkování
suffers,trpí
basil,bazalka
babylon,babylon
to,na
drilling,vrtání
agencies,agentury
buffet,bufet
farms,farmy
motives,motivy
cocoa,kakao
perception,vnímání
targeting,cílení
thudding,bušilo
blares,řve
dense,hustý
pinned,přišpendlený
pending,čekající
nod,kývnutí
crunch,chroupat
stains,skvrny
nervously,nervózně
caribbean,karibský
bouquet,kytice
stabbing,bodnutí
screws,šrouby
boone,Boone
philosopher,filozof
bulb,žárovka
sinner,hříšník
ongoing,pokračující
editing,editace
veteran,veterán
drip,odkapávat
r.,r.
mara,mara
inspiring,inspirující
gale,vichřice
flint,pazourek
nova,nova
nevada,nevada
manning,obsazení
membership,členství
puerto,puerto
raphael,Raphael
chalk,křída
liable,odpovědný
manuscript,rukopis
h.,h.
organised,organizovaný
clanging,zvonění
markets,trhy
rama,rama
austria,Rakousko
chocolates,čokolády
l.,l.
trafficking,obchodování
philly,philly
unaware,nevědomý
loot,kořist
perish,zahynout
processed,zpracované
clone,clone
whooshing,whooshing
hangover,kocovina
flatter,lichotit
wretch,ubožák
weasel,lasička
columbia,columbia
israeli,izraelský
shatters,otřásá
lace,krajka
indication,indikace
allan,allan
cora,cora
drifting,driftování
grady,Grady
undress,svléknout
dolphin,delfín
faked,padělaný
depart,odchýlit
monument,památník
tyres,pneumatiky
marissa,Marissa
lorraine,Lorraine
pow,pow
invade,vtrhnout
scooby,Scooby
hazel,líska
rep,zástupce
est,est
heavier,těžší
tart,dortík
mocking,uštěpačný
forgets,zapomene
sinister,zlověstný
christy,christy
dex,dex
judas,Jidáš
assemble,shromáždit
shortcut,zkratka
transformation,proměna
posts,příspěvky
generosity,velkorysost
amusement,zábava
beta,beta
counseling,poradenství
bobo,bobo
honors,vyznamenání
snatched,vytrhl
phyllis,Phyllis
measured,měřeno
gamma,gama
squeals,ječení
evidently,zřejmě
mildred,Mildred
caitlin,Caitlin
dubai,dubaj
lantern,lucerna
combine,kombajn
nero,nero
trey,trojka
toughest,nejtěžší
limp,kulhat
implying,"z čehož vyplývá,"
matrix,matice
dots,tečky
kilometres,kilometry
evacuation,evakuace
earliest,nejstarší
incompetent,neschopný
closure,uzavření
descent,klesání
parachute,padák
analyze,analyzovat
crushing,zdrcující
classmates,spolužáci
excessive,nadměrný
tighter,pevněji
hump,hrb
fuzzy,nejasný
tad,tad
punishing,trestání
pageant,divadlo
wan,bledý
reveals,odhaluje
wildlife,zvěř a rostlinstvo
clare,Clare
poking,rýpání
rehearsing,nacvičovat
homecoming,návrat domů
swelling,otok
shrieking,ječení
squawking,křičící
tardis,TARDIS
caine,Caine
statues,sochy
practiced,praktikována
christianity,křesťanství
hazard,nebezpečí
stretched,natažené
dea,dea
trudy,Trudy
slug,slimák
frustration,frustrace
edie,Edie
deception,klamání
lillian,Lillian
trespassing,trespassing
elimination,odstranění
comforting,uklidňující
len,len
preach,kázat
practise,praxe
damages,odškodné
ex-boyfriend,bývalý přítel
exits,východy
yer,yer
appointments,schůzky
significance,význam
drummer,bubeník
specimen,vzorek
voodoo,voodoo
cleo,Cleo
misunderstand,špatně pochopit
asthma,astma
errands,pochůzky
hypocrite,pokrytec
snorts,odfrkne
advocate,zastánce
cutie,hezká
obtained,získány
cristina,cristina
radioactive,radioaktivní
richmond,Richmond
ideals,ideály
apprentice,učeň
unreasonable,nerozumný
inmate,chovanec
siege,obležení
cobra,kobra
increases,stoupá
harbour,přístav
90s,90s
illegally,nezákonně
rattle,rachot
trim,zredukovat
noodle,nudle
antibiotics,antibiotika
mattered,záleželo
declaration,prohlášení
virtual,virtuální
intuition,intuice
revs,otáčky
darcy,Darcy
scales,váhy
testified,svědčil
gigi,gigi
twenty-five,dvacet pět
bypass,bypass
pneumonia,zápal plic
manly,mužný
medicines,léky
slowing,zpomaluje
groan,zasténání
dungeon,žalář
chaps,chlápci
ncis,NCIS
consequence,následek
intercept,zachytit
badass,drsňák
examples,příklady
fists,pěsti
klink,Klink
substantial,podstatný
brag,chvástání
pitcher,Džbán
onboard,na palubě
amigo,amigo
courtyard,nádvoří
royalty,Automaticky
spontaneous,spontánní
ca,ca
restroom,toaleta
peep,nakouknout
negotiating,vyjednávací
ache,bolest
swat,S.W.A.T
emerge,vynořit se
gambler,hazardní hráč
references,Reference
bonjour,bonjour
darkest,nejtmavší
insecure,nejistý
attendant,hlídač
sympathetic,soucitný
lila,lila
heroine,hrdinka
choked,dusil
unidentified,neidentifikovaný
plumbing,instalatérství
darker,tmavší
ariel,Ariel
crude,surový
dictionary,slovník
sparks,jiskry
auditions,konkurzy
demo,demonstrace
ta-da,ta-da
oppose,odporovat
fingernails,nehty
mineral,minerální
collateral,vedlejší
istanbul,Istanbul
venom,jed
tempting,lákavý
relay,relé
bamboo,bambus
particle,částice
ying,ying
torres,Torres
broadcasting,vysílání
banking,bankovní
reminding,připomínající
cassidy,Cassidy
axl,Axl
ferguson,ferguson
estimated,odhaduje
hebrew,hebrejština
electronics,elektronika
octopus,chobotnice
meaningful,významný
stranded,pletl
daytime,během dne
dowry,věno
starved,hladověl
ex-girlfriend,ex přítelkyně
collision,srážka
admitting,přijímání
comeback,vrať se
hungarian,maďarský
faculty,fakulta
operative,operativní
liza,Liza
tenants,nájemníci
revealing,odhalující
ko,ko
ounce,unce
mediterranean,středozemský
gadget,přístroj
paramedics,zdravotníci
console,řídicí panel
cyril,Cyril
drawers,šuplíky
caravan,obytný vůz
spinal,páteřní
bummer,povaleč
crippled,zmrzačený
bled,krvácel
defy,vzdorovat
luna,luna
herbs,byliny
hwang,Hwang
queue,fronta
blinded,neznali
studios,ateliéry
9th,9.
goddammit,sakra
recess,výklenek
countdown,odpočítávání
maddy,Maddy
dracula,Drákula
alarms,alarmy
gaining,získávat
quarterback,quarterback
maxine,Maxine
eminence,eminence
willingly,ochotně
investigators,vyšetřovatelé
speculation,spekulace
tÎ¿,tÎ¿
clearer,jasnější
gino,Gino
cheeky,drzý
powerless,bezmocný
lapd,LAPD
cruelty,krutost
external,externí
arjun,Arjun
quarantine,karanténa
shush,syknout na koho
allegations,obvinění
tito,tito
sands,písky
spelling,pravopis
che,che
headline,titulek
taliban,Taliban
tablet,tableta
founder,zakladatel
gandhi,gandhi
squash,dýně
josie,josie
jets,trysky
saloon,společenská místnost
tuition,výuka
tame,krotit
occasional,příležitostný
apologized,omluvil
clinical,klinický
serpent,had
criticism,kritika
sawyer,dělník na pile
fading,blednutí
viktor,Viktor
prop,podpěra
shoved,odstrčil
mend,opravit
lonesome,osamělý
separately,odděleně
reg,reg
evie,Evie
waitin,waitin
n,n
legion,legie
tsk,tsk
arabs,Arabové
accompanied,doprovázen
tread,šlapat
findings,zjištění
toronto,toronto
exploit,využívat
proposing,navrhující
shi,shi
scorpion,Štír
of-,z-
zoey,Zoey
curb,obrubník
opium,opium
athletic,atletický
bombed,bombardoval
jumper,skokan
weaker,slabší
suing,žalovat
bianca,bianca
seminar,seminář
confirms,potvrzuje
commence,zahájit
plains,pláně
debra,debra
readers,čtenáři
neglected,zanedbaný
tavern,hospůdka
worthwhile,hodnotný
morale,morálka
cleaners,čističe
